,Ticker,Tipo,Nome,DataCompra,ValorAreaBrutaLocavel,Estado,Cidade,Endereco,GoogleMapsLink,PercentualPartic,PecentualVacancia,PercentualInadimplencia90Dias,PercentualFii,Latitude,Longitude
7,FATN11,Outros,Edifício Érika,,251.03,SP,São Paulo,"Rua do Rócio, 351","https://www.google.com/maps/place/Condom%C3%ADnio+Edif%C3%ADcio+%C3%89rika/@-23.5945624,-46.6872479,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOFr_oiFavSrhI-Ra7Ax3v3Qs_rU2vHtJs94YN3!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOFr_oiFavSrhI-Ra7Ax3v3Qs_rU2vHtJs94YN3%3Dw114-h86-k-no!7i4032!8i3024!4m5!3m4!1s0x94ce5747cd25f397:0x543d2def23b2f79f!8m2!3d-23.59449!4d-46.6872771",0.0,0.0,0.0,2.73,-23.5945624,-46.6872479
8,FATN11,Laje Corporativa,Edifício GC Square Corporate,30-12-2021T21:00:00,204.0,SP,São Paulo,"Rua Gomes de Carvalho, 1108","https://www.google.com/maps/@-23.5976692,-46.6839978,3a,75y,17.95h,92.93t/data=!3m6!1e1!3m4!1sSnmZ1F6gFFQoRTrXJzaP5A!2e0!7i16384!8i8192",100.0,0.0,0.0,1.71,-23.5976692,-46.6839978
9,FATN11,Outros,Edifício Harvard,,228.56,SP,São Paulo,"Rua Iaiá, 150","https://www.google.com/maps/place/Condom%C3%ADnio+Edif%C3%ADcio+Harvard+-+R.+Iai%C3%A1,+150+-+Jardim+Paulista,+S%C3%A3o+Paulo+-+SP,+04542-060/@-23.5868214,-46.6787554,3a,90y,3h,101.4t/data=!3m7!1e1!3m5!1sYNNeHuH0YnK779EcD_CNEQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DYNNeHuH0YnK779EcD_CNEQ%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D13.12573%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m5!3m4!1s0x94ce575c9a3eb819:0xcb2063c8a1afc8b3!8m2!3d-23.5867143!4d-46.6787499",0.0,0.0,0.0,2.69,-23.5868214,-46.6787554
10,FATN11,Prédio Corporativo,Edifício Iracema,30-03-2022T21:00:00,200.78,SP,São Paulo,"Rua Doutor Renato Paes de Barros, 717","https://www.google.com/maps/@-23.5849921,-46.6733184,3a,75y,51.5h,104.45t/data=!3m6!1e1!3m4!1ssIH0u2sk16UIAPNj7V8yZQ!2e0!7i16384!8i8192",100.0,0.0,0.0,1.15,-23.5849921,-46.6733184
11,FATN11,Prédio Corporativo,Edifício Manhattan,30-03-2022T21:00:00,149.86,SP,São Paulo,"Rua Tabapuã, 627","https://www.google.com/maps/@-23.5833512,-46.6766038,3a,75y,170.34h,96.78t/data=!3m6!1e1!3m4!1s5D_PVYNwwo973xISPYmFPA!2e0!7i16384!8i8192",100.0,0.0,0.0,1.0,-23.5833512,-46.6766038
12,FATN11,Prédio Corporativo,Edifício Maximum,30-03-2022T21:00:00,474.02,SP,São Paulo,"Avenida Doutor Cardoso de Melo, 1608","https://www.google.com/maps/@-23.5966186,-46.6887426,3a,75y,58.69h,87.77t/data=!3m6!1e1!3m4!1swXPOFOgbUDXrH-zKSyC_Hw!2e0!7i16384!8i8192",0.0,0.0,0.0,1.79,-23.5966186,-46.6887426
13,FATN11,Prédio Corporativo,Edifício Montreal,,6439.0,RJ,Rio de Janeiro,"Avenida das Américas, 4200","https://maps.google.com.br/maps?q=Av.+das+Am%C3%A9ricas,+4200+-+Barra+da+Tijuca,+Rio+de+Janeiro,+22640-102&hl=pt-BR&ie=UTF8&ll=-23.000284,-43.352233&spn=0.005175,0.010568&sll=-22.999690,-43.352882&layer=c&cbp=13,50.48,,0,-8.21&cbll=-22.999704,-43.352944&hnear=Av.+das+Am%C3%A9ricas,+4200+-+Barra+da+Tijuca,+Rio+de+Janeiro,+22640-102&t=h&z=17&panoid=5Z76h0PId1PY1lru1DTnRw",0.0,0.0,0.0,2.21,-22.9993817,-43.3534347
14,FATN11,Prédio Corporativo,Edifício Network Empresarial,,6150.0,SP,São Paulo,"Av. Dr. Cardoso de Mello, 1340","https://maps.google.com.br/maps?q=Av.+Dr.+Cardoso+de+Melo,+1340&hl=pt-BR&ie=UTF8&ll=-23.597321,-46.687206&spn=0.005024,0.010568&sll=-23.597281,-46.687198&layer=c&cbp=13,0.04,,0,2.63&cbll=-23.597321,-46.687211&hnear=Av.+Dr.+Cardoso+de+Melo,+1340+-+Itaim+Bibi,+S%C3%A3o+Paulo,+04548-004&t=m&z=17&panoid=oSi5zE24QF_rVr23OxAULA",0.0,0.0,0.0,5.53,-23.5971451,-46.6871408
15,FATN11,Laje Corporativa,Edifício Olympia Park,,210.1,SP,São Paulo,"Rua Gomes de Carvalho, 1329","https://www.google.com/maps/place/Condom%C3%ADnio+Edif%C3%ADcio+Olympia+Park/@-23.5970795,-46.6857941,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipM7LXA8kGcsGUC91Ii17PL5SRv_vVkkL2_ejvyx!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipM7LXA8kGcsGUC91Ii17PL5SRv_vVkkL2_ejvyx%3Dw114-h86-k-no!7i4032!8i3024!4m5!3m4!1s0x94ce5748ddd778d1:0x5174da6cf384952f!8m2!3d-23.5970104!4d-46.6857566",0.0,0.0,0.0,2.24,-23.5970795,-46.6857941
16,FATN11,Laje Corporativa,Edifício Spazio JK,,141.0,SP,São Paulo,"Avenida Presidente Juscelino Kubitschek, 1726","google.com/maps/place/Spazio+JK/@-23.5910873,-46.6857185,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipP0IpctITpsLdI6kUIswaYXnfswNbmVJgHbVAMY!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP0IpctITpsLdI6kUIswaYXnfswNbmVJgHbVAMY%3Dw114-h86-k-no!7i4128!8i3096!4m5!3m4!1s0x94ce5750156bc4ad:0x7b86824826845beb!8m2!3d-23.591167!4d-46.6856943",0.0,0.0,0.0,1.99,-23.5910873,-46.6857185
17,FATN11,Laje Corporativa,Edifício Thera,,178.0,SP,São Paulo,"Avenida Engenheiro Luís Carlos Berrini, 105","https://www.google.com/maps/place/Thera+Corporate/@-23.5987337,-46.6901535,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipP-gxDZBuNBeQc74_q02VPuaFLK3AzAXwE0ockF!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP-gxDZBuNBeQc74_q02VPuaFLK3AzAXwE0ockF%3Dw114-h86-k-no!7i4032!8i3024!4m5!3m4!1s0x94ce578266f591ef:0xd7d2cd389ce054f0!8m2!3d-23.5988449!4d-46.6902856",0.0,0.0,0.0,1.75,-23.5987337,-46.6901535
18,FATN11,Prédio Corporativo,Edifício Uchoa Borges,29-09-2021T21:00:00,288.07,SP,São Paulo,"Rua Sansão Alves dos Santos, 76","https://www.google.com/maps/place/Condom%C3%ADnio+Edif%C3%ADcio+Uchoa+Borges+-+R.+Sans%C3%A3o+Alves+dos+Santos,+76+-+Brooklin+Novo,+S%C3%A3o+Paulo+-+SP,+04571-090/@-23.6062718,-46.6951722,3a,75y,122.22h,90t/data=!3m7!1e1!3m5!1sBzoMspIgIYE95EA3RX6yZA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DBzoMspIgIYE95EA3RX6yZA%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D122.21956%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m5!3m4!1s0x94ce573472b7b0b9:0x9126beaaa30acd38!8m2!3d-23.606405!4d-46.6949526",100.0,0.0,0.0,3.01,-23.6062718,-46.6951722
0,FCFL11,Faculdade,Insper Instituto de Pesquisa,,30967.0,SP,São Paulo,Rua Quatá 300,"https://www.google.com/maps/place/R.+Quat%C3%A1,+300+-+Vila+Ol%C3%ADmpia,+S%C3%A3o+Paulo+-+SP,+04546-042/@-23.5988508,-46.676638,3a,75y,37.46h,100.48t/data=!3m6!1e1!3m4!1sjBNM_3tvD5OogBVGM6jcEQ!2e0!7i13312!8i6656!4m5!3m4!1s0x94ce575373e3c90f:0x107026a445102205!8m2!3d-23.5985536!4d-46.6764945",0.0,0.0,0.0,98.73,-23.5988508,-46.676638
0,FIGS11,Shopping Tradicional,Parque Shopping Maia,27-06-2013T21:00:00,31711.0,SP,Guarulhos,"Avenida Bartolomeu de Carlos, 230","https://www.google.com.br/maps/@-23.443801,-46.5389386,3a,82.2y,279.58h,114.35t/data=!3m6!1e1!3m4!1sy0mnGclssKELgtRr6C69ew!2e0!7i13312!8i6656",36.5,18.9,17.96,37.99,-23.443801,-46.5389386
1,FIGS11,Shopping Tradicional,Shopping Bonsucesso,27-06-2013T21:00:00,25273.0,SP,Guarulhos,"Avenida Juscelino Kubitschek de Oliveira, 5308","https://www.google.com.br/maps/@-23.432421,-46.404953,3a,65.3y,139.08h,105.08t/data=!3m4!1e1!3m2!1sSxGRsoSfyjYz3rsL8Xdbag!2e0?hl=pt-BR",36.5,11.32,2.1,54.03,-23.432421,-46.404953
0,FIIB11,Outros,Condominio Perini Business Park,,102844.0,SC,Joinville,"Rua Dona Francisca, 8.300","https://www.google.com/maps/@-26.244985,-48.8851431,3a,90y,7.32h,91.06t/data=!3m7!1e1!3m5!1sB119F-Dty6uqErjL81OAvQ!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3DB119F-Dty6uqErjL81OAvQ%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D300%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",0.0,6.56,2.04,95.85,-26.244985,-48.8851431
0,FIIP11B,Centro Logístico,Ambev,09-12-2009T22:00:00,9847.35,PR,São José dos Pinhais,"Rua Alfredo Pinto, 29","https://www.google.com.br/maps/@-25.49454,-49.176429,3a,90y,62.78h,81.18t/data=!3m4!1e1!3m2!1sAnWqLIoAfZn2j-matboGPQ!2e0",100.0,0.0,0.0,13.5,-25.49454,-49.176429
1,FIIP11B,Galpão,Astuti,,22534.0,PR,Ibiporã,"Av. Ronat Walter Sodre, Nº 2800","https://www.google.com/maps/@-23.287183,-51.0778329,3a,75y,318.97h,88.59t/data=!3m7!1e1!3m5!1sj6sWfyzgGNozFo57gCWIlA!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3Dj6sWfyzgGNozFo57gCWIlA%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D101.00411%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",0.0,0.0,0.0,17.3,-23.287183,-51.0778329
2,FIIP11B,Laje Corporativa,Barry,,9917.0,BA,Ilhéus,"RUA A , QUADRA D LOTES  11, 12 E 13",,0.0,0.0,0.0,6.27,,
3,FIIP11B,Outros,C&A,,4103.0,SP,São Paulo,RUA DR. MELLO FREIRE,https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x94ce5ec3d2717bef%3A0xd2df3cdf590a1e1a!3m1!7e115!4s%2Fmaps%2Fplace%2FShopping%2Bmetro%2Btatuap%25C3%25A9%2BC%2526A%2F%40-23.5412426%2C-46.5772638%2C3a%2C75y%2C146.98h%2C90t%2Fdata%3D*213m4*211e1*213m2*211sb7YTsQi5UEcipEdIdcfmsg*212e0*214m2*213m1*211s0x94ce5ec3d2717bef%3A0xd2df3cdf590a1e1a%3Fsa%3DX!5sShopping%20metro%20tatuap%C3%A9%20C%26A%20-%20Pesquisa%20Google!15sCAQ&imagekey=!1e2!2sb7YTsQi5UEcipEdIdcfmsg&sa=X&ved=2ahUKEwj4hvWjy6HmAhVEIbkGHX1TBnQQpx8wCnoECAsQCw,0.0,0.0,0.0,10.42,,
4,FIIP11B,Centro Logístico,Danfoss,09-12-2009T22:00:00,11108.0,SP,Osasco,Rua Américo Vespúcio,"https://www.google.com.br/maps/@-23.495597,-46.760436,3a,78.4y,297.9h,85.72t/data=!3m4!1e1!3m2!1s27V7XJS6WMvhqU3QAZzIVw!2e0",100.0,0.0,0.0,20.26,-23.495597,-46.760436
5,FIIP11B,Loja de Rua,Leader Nova Iguaçu,09-12-2009T22:00:00,3076.0,RJ,Nova Iguaçu,Rua Dr. Luis Guimarães,,100.0,0.0,0.0,13.44,-22.756006,-43.4441313
6,FIIP11B,Outros,Telha Norte,,7328.0,MG,Contagem,"Av. General David Sarnoff, 4840",,0.0,0.0,0.0,16.54,-19.9489708,-44.0198408
0,FISC11,Terreno,Terreno destinado à locação,,1578.49,SC,Florianópolis,"Rodovia SC 401, ao lado direito da rodovia no sentido Centro/Praia e ao lado direito do empreendimento SC-401 Square Corporate","https://www.google.com/maps/@-27.5351673,-48.5099938,3a,90y,50.45h,91.58t/data=!3m6!1e1!3m4!1sDnYs_h-GnlfvKMIUx10JGA!2e0!7i16384!8i8192",0.0,0.0,0.0,1.06,-27.5351673,-48.5099938
1,FISC11,Laje Corporativa,W Tower,,9439.74,RS,Caxias do Sul,"Rua Alfredo Chaves, 1208 - Caxias do Sul/RS","https://www.google.com/maps/place/Rua+Alfredo+Chaves,+1208+-+Caxias+do+Sul%2FRS/@-29.1714808,-51.1758465,3a,75y,86.93h,90t/data=!3m4!1e1!3m2!1sFF51eVEJtg35hxRRU0HZiA!2e0!4m2!3m1!1s0x951ebccc48db6b75:0x8477d6c6f368b849?sa=X&ved=2ahUKEwju_Lf6sfznAhVHH7kGHRHoDgUQxB0wAHoECAsQAg&cshid=1583172724609213",0.0,25.77,0.0,13.63,-29.1714808,-51.1758465
0,FIVN11,Shopping Tradicional,Shopping Taboão Plaza Outlet,,14263.49,SP,Taboão da Serra,"Avenida Vida Nova, 28","https://www.google.com.br/maps/@-23.6095076,-46.7689468,3a,90y,233.39h,117.44t/data=!3m6!1e1!3m4!1spVOD1D0Pidc32RFydf_Lmg!2e0!7i13312!8i6656",0.0,56.0,72.0,100.0,-23.6095076,-46.7689468
0,FLMA11,Laje Corporativa,CONTINENTAL SQUARE,,6246.0,SP,São Paulo,Rua Olimpiadas. 205,"https://www.google.com/maps/place/R.+Olimp%C3%ADadas,+205+-+Itaim+Bibi,+S%C3%A3o+Paulo+-+SP,+04546-004/@-23.5954995,-46.6844139,3a,90y,155.66h,109.46t/data=!3m6!1e1!3m4!1skNCiYOGgwenILWCxmNUIwg!2e0!7i13312!8i6656!4m5!3m4!1s0x94ce574f33deb019:0x7d034222b56f688b!8m2!3d-23.5957874!4d-46.6846744",0.0,0.0,0.0,40.51,-23.5954995,-46.6844139
0,FLRP11,Shopping Tradicional,Florianópolis Shopping Center,30-09-2009T21:00:00,33504.17,SC,Florianópolis,"Rodovia SC-401, 3116","https://www.google.com.br/maps/@-27.553561,-48.500144,3a,75y,94.35h,88.37t/data=!3m4!1e1!3m2!1sDyzMorkWtVXVJzRvpYKEJw!2e0",35.37,2.72,2.0,95.73,-27.553561,-48.500144
0,FMOF11,Prédio Corporativo,Edifício Memorial Office,30-09-1996T21:00:00,13625.0,SP,São Paulo,"Rua Júlio Gonzalez, 132","https://www.google.com.br/maps/@-23.526176,-46.671487,3a,90y,40.63h,108.56t/data=!3m4!1e1!3m2!1s3FYXmB7BBXJdOEzU5QAJWQ!2e0?hl=pt-BR",100.0,47.91,0.0,96.23,-23.526176,-46.671487
0,FPAB11,Laje Corporativa,Edifício New York e Los Angeles,,35810.0,SP,São Paulo,"Avenida Francisco Matarazzo, 1500","https://www.google.com/maps/place/Av.+Francisco+Matarazzo,+1500+-+Barra+Funda,+S%C3%A3o+Paulo+-+SP,+05033-070/@-23.525978,-46.6768371,3a,75y,2.11h,90t/data=!3m6!1e1!3m4!1s6jGiJRvDFeAaCcYWG3YnAw!2e0!7i13312!8i6656!4m5!3m4!1s0x94cef809ad6c1927:0x4d2011d841f996d6!8m2!3d-23.5259485!4d-46.6768595",0.0,33.79,0.0,97.12,-23.525978,-46.6768371
0,FVPQ11,Shopping Tradicional,Via Parque Shopping,,57200.0,RJ,Rio de Janeiro,"Avenida Ayrton Senna, 3000","https://www.google.com.br/maps/@-22.9835769,-43.3653895,3a,69.1y,61.92h,105.21t/data=!3m5!1e1!3m3!1soISvRbZtMWlveC8Nl5QPeQ!2e0!5s2014-06?hl=pt-BR",100.0,7.4,19.18,98.04,-22.9835769,-43.3653895
0,GALG11,Outros,Air Liquide ? Canoas/RS,,7000.0,RS,Canoas,,,0.0,0.0,0.0,0.0,-29.9077945,-51.184698
1,GALG11,Outros,Air Liquide ? São José dos Campos/SP,,17800.0,SP,São José dos Campos,,,0.0,0.0,0.0,0.0,-23.2198396,-45.8915658
2,GALG11,Outros,Almanara ? Jandira/SP,,7500.0,SP,Jandira,,,0.0,0.0,0.0,0.0,-23.530218,-46.8981019
3,GALG11,Outros,BRF ? Salvador/BA,,151000.0,BA,Salvador,,,0.0,0.0,0.0,0.0,-12.9777378,-38.5016363
4,GALG11,Outros,BRF ? Vitória de Santo Antão (ViSA)/PE,,200000.0,PE,Vitória de Santo Antão,,,0.0,0.0,0.0,0.0,-8.117325,-35.2976353
5,GALG11,Outros,Souza Cruz ? Cachoeirinha/RS,,501000.0,RS,Cachoeirinha,,,0.0,0.0,0.0,0.0,-29.9457416,-51.0989724
0,GESE11B,Outros,Escola Eleva,03-07-2016T21:00:00,12635.43,RJ,Rio de Janeiro,"Rua General Severiano, 159","https://www.google.com.br/maps/@-22.9538104,-43.1793856,3a,90y,169.14h,90.48t/data=!3m6!1e1!3m4!1sAs4xdsaBypfOK5hG9CPq8Q!2e0!7i13312!8i6656",0.0,0.0,0.0,100.0,-22.9538104,-43.1793856
0,GGRC11,Outros,AETHRA,,130860.0,MG,Contagem,"Av. Centauro, 234",https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0xa6bfcec609a415%3A0xd3897324743d84f4!3m1!7e115!4s%2Fmaps%2Fplace%2FAethra%2BSistemas%2BAutomotivos%2F%40-19.9588838%2C-44.0692968%2C3a%2C75y%2C127.3h%2C90t%2Fdata%3D*213m4*211e1*213m2*211saDBnG6q5HhWlIj0SbmUEfA*212e0*214m2*213m1*211s0xa6bfcec609a415%3A0xd3897324743d84f4%3Fsa%3DX!5sAethra%20Sistemas%20Automotivos%20-%20Pesquisa%20Google!15sCAQ&imagekey=!1e2!2saDBnG6q5HhWlIj0SbmUEfA&sa=X&ved=2ahUKEwiH3sTEwJLnAhXmwVkKHTyODEYQpx8wDHoECA0QCw,0.0,0.0,0.0,10.32,-19.9616767,-44.0640463
1,GGRC11,Centro Logístico,Ambev,,9847.35,PR,São José dos Pinhais,"Rua Alfredo Pinto, 29","https://www.google.com.br/maps/@-25.49454,-49.176429,3a,90y,62.78h,81.18t/data=!3m4!1e1!3m2!1sAnWqLIoAfZn2j-matboGPQ!2e0",0.0,0.0,0.0,3.58,-25.49454,-49.176429
2,GGRC11,Galpão,AMBEV GRU,,67790.81,SP,Guarulhos,"Av. Amâncio Gaioli, 1943","https://www.google.com/maps/place/Av.+Am%C3%A2ncio+Gaioli,+1943+-+%C3%81gua+Chata,+Guarulhos+-+SP/@-23.4351296,-46.3913585,3a,75y,256.5h,90t/data=!3m6!1e1!3m4!1ssyACSX05rw_VFVxOxdTUIw!2e0!7i16384!8i8192!4m5!3m4!1s0x94ce62855460ec13:0x5fece2cf3fe8aa4d!8m2!3d-23.436006!4d-46.3911929",0.0,0.0,0.0,8.79,-23.4351296,-46.3913585
3,GGRC11,Galpão,AMBEV PELOTAS,,41300.0,RS,Pelotas,"AVENIDA PRESIDENTE JOAO BELCHIOR MARQUES GOULART, 9500",,0.0,0.0,0.0,4.11,-31.7272178,-52.3824979
4,GGRC11,Centro Logístico,CAMARGO EMBALAGENS,,39885.72,SP,Tietê,"Rua Álvaro Camerin, nº 51","https://www.google.com/maps/@-22.9973736,-47.7169333,3a,75y,301.36h,78.26t/data=!3m7!1e1!3m5!1sv8T6HLBy1VHtYbe-Fr_5DQ!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3Dv8T6HLBy1VHtYbe-Fr_5DQ%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D40%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",0.0,0.0,0.0,4.84,-22.9973736,-47.7169333
5,GGRC11,Galpão,CEPALGO EMBALAGENS FLEXÍVEIS LTDA,,27957.98,GO,Aparecida de Goiânia,"Rodovia BR 153, s/n, quadra AREA, lote 00C, anexo A","https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x935efafeaf2e9e29:0xf35770699b4da5fd!3m1!7e115!4s/maps/place/CEPALGO%2BEMBALAGENS%2BFLEX%25C3%258DVEIS%2BLTDA/@-16.7807857,-49.2373308,3a,75y,278.23h,90t/data%3D*213m4*211e1*213m2*211s5f-BJ1Piee2cylv6AtQUMw*212e0*214m2*213m1*211s0x935efafeaf2e9e29:0xf35770699b4da5fd?sa%3DX!5sCEPALGO+EMBALAGENS+FLEX%C3%8DVEIS+LTDA+-+Pesquisa+Google&imagekey=!1e2!2s5f-BJ1Piee2cylv6AtQUMw&sa=X&ved=2ahUKEwjpwJSdidTmAhUFH7kGHVTuAOoQpx8wCnoECA0QBg",0.0,0.0,0.0,3.13,-16.7807857,-49.2373308
6,GGRC11,Galpão,COPOBRÁS,,63938.51,SP,Guarulhos,"Avenida Maria Bonita, nº 266","https://www.google.com/maps/@-23.4674333,-46.4282513,3a,75y,53.11h,94.09t/data=!3m6!1e1!3m4!1sqvzQXVNwvxk0IhJTLv2Auw!2e0!7i13312!8i6656",0.0,0.0,0.0,3.7,-23.4674333,-46.4282513
7,GGRC11,Galpão,COPOBRÁS II,,22360.06,PB,João Pessoa,"Rua Maria Rufino dos Santos Medeiros, 201",https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x7ace962fb266f53%3A0x2ec30d06898e90dd!3m1!7e115!4s%2Fmaps%2Fplace%2FCOPOBR%25C3%2581S%2Bmaria%2Brufino%2F%40-7.1891046%2C-34.9199417%2C3a%2C75y%2C165.28h%2C90t%2Fdata%3D*213m4*211e1*213m2*211sidAHH9H1kK2tXZMhFNv4VQ*212e0*214m2*213m1*211s0x7ace962fb266f53%3A0x2ec30d06898e90dd%3Fsa%3DX!5sCOPOBR%C3%81S%20maria%20rufino%20-%20Pesquisa%20Google!15sCAQ&imagekey=!1e2!2sidAHH9H1kK2tXZMhFNv4VQ&sa=X&ved=2ahUKEwjo0syPitTmAhWwLLkGHQPqAWIQpx8wCnoECBYQCw,0.0,0.0,0.0,4.58,-7.1925631,-34.9197782
8,GGRC11,Galpão,COVOLAN,,85613.48,SP,Santa Bárbara D'Oeste,"Rua Potiguares, nº 450",https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x94c89c3d6aac9905%3A0xc4dee38460d7bdeb!3m1!7e115!4s%2Fmaps%2Fplace%2Fcovolan%2F%40-22.7599916%2C-47.3915467%2C3a%2C75y%2C359.66h%2C90t%2Fdata%3D*213m4*211e1*213m2*211swmOeCeM4XXu6qDO6bLVYCQ*212e0*214m2*213m1*211s0x94c89c3d6aac9905%3A0xc4dee38460d7bdeb%3Fsa%3DX!5scovolan%20-%20Pesquisa%20Google!15sCAQ&imagekey=!1e2!2swmOeCeM4XXu6qDO6bLVYCQ&sa=X&ved=2ahUKEwihjJHIjdTmAhX8HbkGHQJmDV4Qpx8wFHoECA4QCw,0.0,0.0,0.0,6.76,-22.7601595,-47.3914956
9,GGRC11,Galpão,HERING E SANTA CRUZ,,78850.5,GO,Anápolis,"BR 153, nº 3469",https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x935ebb457cf6336b:0xcad203187bdb1653!3m1!7e115!4zL21hcHMvcGxhY2UvQ2lhK0hlcmluZystK0NEK0FuJUMzJUExcG9saXMrJTJGK0dPL0AtMTYuMzgxOTIwMywtNDguOTQ5ODQwOSwzYSw3NXksNzkuMDZoLDkwdC9kYXRhPSEzbTQhMWUxITNtMiExc2t0MWxGQWczZjVTUUJxbV9wU2VyNWchMmUwITRtMiEzbTEhMXMweDkzNWViYjQ1N2NmNjMzNmI6MHhjYWQyMDMxODdiZGIxNjUzP3NhPVgmaGw9cHQtQlI!5sCia+Hering+-+CD+An%C3%A1polis+/+GO+-+Pesquisa+Google&imagekey=!1e2!2skt1lFAg3f5SQBqm_pSer5g&sa=X&ved=2ahUKEwj6wfDVitTmAhVRDrkGHXRFBUAQpx8wCnoECBcQCw,0.0,0.0,0.0,6.54,-16.2681445,-48.9795254
10,GGRC11,Outros,IGARASSU,,33582.25,PE,Igarassu,Loteamento Polo Empresarial VTO Igarassu 1,"https://www.google.com/maps/search/Loteamento+Polo+Empresarial+VTO+Igarassu+1+-+Igarassu+-+PE+CEP/@-7.8471696,-34.9626501,12z/data=!3m1!4b1",0.0,0.0,0.0,7.11,-7.8471696,-34.9626501
11,GGRC11,Galpão,Imóvel Nissei,28-07-2017T21:00:00,15351.54,PR,Colombo,"Rodovia Contorno Norte de Curitiba, 305","https://www.google.com.br/maps/@-25.3426885,-49.2356249,3a,75y,60.44h,94.6t/data=!3m6!1e1!3m4!1sF2jJat19-8GOHA4BDBaXrw!2e0!7i13312!8i6656",100.0,0.0,0.0,4.03,-25.3426885,-49.2356249
12,GGRC11,Galpão,JEFER PRODUTOS SIDERÚRGICOS,,21060.9,MG,Betim,"Alameda das Aroeiras, nº 195","https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0xa6c51957bfff7b:0x84dd9471c2f0b4b3!3m1!7e115!4s/maps/place/JEFER%2BPRODUTOS%2BSIDER%25C3%259ARGICOS%2BAroreiras/@-20.0137399,-44.2240554,3a,75y,183.87h,90t/data%3D*213m4*211e1*213m2*211sdF1AmxkANj2twvD8RFi-7g*212e0*214m2*213m1*211s0xa6c51957bfff7b:0x84dd9471c2f0b4b3?sa%3DX!5sJEFER+PRODUTOS+SIDER%C3%9ARGICOS+Aroreiras+-+Pesquisa+Google&imagekey=!1e2!2sdF1AmxkANj2twvD8RFi-7g&sa=X&ved=2ahUKEwjczf7ci9TmAhWsJrkGHb74AjwQpx8wE3oECA4QCw",0.0,0.0,0.0,5.89,-20.0137399,-44.2240554
13,GGRC11,Centro Logístico,SUZANO,,28667.0,SP,Campinas,"Av. Maria Luísa Pompêo de Camargo, 215",https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x94c8c746deeffe87%3A0xdef0de7ff08968b4!3m1!7e115!4s%2Fmaps%2Fplace%2Fsuzano%2Bpapel%2Be%2Bcelulose%2Bcampinas%2F%40-22.8468576%2C-47.1192604%2C3a%2C75y%2C295.76h%2C90t%2Fdata%3D*213m4*211e1*213m2*211sJFD-HoZ2T1uAD_l-eZHp3Q*212e0*214m2*213m1*211s0x94c8c746deeffe87%3A0xdef0de7ff08968b4%3Fsa%3DX!5ssuzano%20papel%20e%20celulose%20campinas%20-%20Pesquisa%20Google!15sCgIgAQ&imagekey=!1e2!2sJFD-HoZ2T1uAD_l-eZHp3Q&sa=X&ved=2ahUKEwizz9Hgs4vqAhXzHrkGHT3bCu8Qpx8wCnoECBAQCw,0.0,0.0,0.0,6.17,-22.8468606,-47.1194063
